"Aerofoil.Aerofoil: Direction [1,0,0] (m)",Aerofoil.Aerofoil: Pressure Coefficient,Column1,Column2
0.129294194,219.3675626,8.48E-01,0.110086843
0.129294194,220.7747268,8.48E-01,0.110793011
0.129785806,224.389356,8.52E-01,0.112606967
0.129785806,225.7766218,8.52E-01,0.113303149
0.130277419,229.3519149,8.55E-01,0.115097365
0.130277419,230.7184849,8.55E-01,0.115783161
0.130769032,234.2567133,8.58E-01,0.117558776
0.130769032,235.6022629,8.58E-01,0.118234023
0.131260645,239.1046661,8.61E-01,0.11999166
0.131260645,240.4272688,8.61E-01,0.120655391
0.131752258,243.896374,8.65E-01,0.122396318
0.131752258,245.1949967,8.65E-01,0.123048015
0.132243871,248.6319513,8.68E-01,0.124772808
0.132243871,249.9030118,8.68E-01,0.125410673
0.132735484,253.3099121,8.71E-01,0.127120383
0.132735484,254.5510329,8.71E-01,0.127743224
0.133227097,257.9273157,8.74E-01,0.129437569
0.133227097,259.1421502,8.74E-01,0.130047218
0.13371871,262.4789332,8.77E-01,0.131721741
0.13371871,263.6689958,8.77E-01,0.132318959
0.134210323,266.9564257,8.81E-01,0.133968714
0.134210323,268.1187765,8.81E-01,0.134552025
0.134701935,271.3447685,8.84E-01,0.136170948
0.134701935,272.4779491,8.84E-01,0.136739621
0.135193548,275.619553,8.87E-01,0.138316195
0.135193548,276.7219179,8.87E-01,0.138869403
0.135685161,279.7279155,8.90E-01,0.140377925
0.135685161,280.7977059,8.90E-01,0.140914786
0.136179082,283.5989096,8.94E-01,0.142320534
0.136179082,284.63994,8.94E-01,0.142842962
0.136673002,288.1177829,8.97E-01,0.144588274
0.136673002,287.1055232,8.97E-01,0.144080284
0.137166404,291.6007696,9.00E-01,0.146336167
0.137166404,290.6194664,9.00E-01,0.145843712
0.137668,297.8656595,9.03E-01,0.149480123
0.137668,296.9214985,9.03E-01,0.149006308
0.138176,306.0701835,9.07E-01,0.15359746
0.138176,305.16591,9.07E-01,0.153143662
0.138684,313.2397533,9.10E-01,0.157195418
0.138684,312.3727885,9.10E-01,0.156760343
0.139192,320.0179568,9.13E-01,0.160596974
0.139192,319.1894419,9.13E-01,0.160181194
0.1397,326.8689083,9.17E-01,0.164035037
0.1397,326.0806476,9.17E-01,0.163639459
0.140208,333.6832504,9.20E-01,0.167454729
0.140208,332.9365597,9.20E-01,0.167080012
0.140716,340.4395548,9.23E-01,0.170845295
0.140716,339.7359208,9.23E-01,0.170492185
0.141224,347.1690351,9.27E-01,0.1742224
0.141224,346.510766,9.27E-01,0.173892056
0.141732,353.8723562,9.30E-01,0.177586377
0.141732,353.2624725,9.30E-01,0.177280315
0.14224,360.5420268,9.33E-01,0.180933467
0.14224,359.9823273,9.33E-01,0.180652589
0.142748,367.1676155,9.37E-01,0.184258435
0.142748,366.659655,9.37E-01,0.184003522
0.143256,373.7272868,9.40E-01,0.187550323
0.143256,373.273018,9.40E-01,0.187322354
0.143764,380.183578,9.43E-01,0.190790332
0.143764,379.7871274,9.43E-01,0.190591378
0.144272,386.4776231,9.47E-01,0.193948919
0.144272,386.1433669,9.47E-01,0.193781177
0.14478,392.8115667,9.50E-01,0.197127528
0.14478,392.5421674,9.50E-01,0.196992334
0.145288,400.4609686,9.53E-01,0.200966284
0.145288,400.2626536,9.53E-01,0.200866762
0.145796,408.9938252,9.57E-01,0.205248391
0.145796,408.8711108,9.57E-01,0.205186808
0.146304,417.0618863,9.60E-01,0.209297245
0.146304,417.0155746,9.60E-01,0.209274004
0.146812,424.9595095,9.63E-01,0.213260568
0.146812,424.993299,9.63E-01,0.213277525
0.14732,432.9127883,9.67E-01,0.217251821
0.14732,433.0318198,9.67E-01,0.217311555
0.147828,440.7344989,9.70E-01,0.221177047
0.147828,440.942844,9.70E-01,0.221281603
0.148336,448.7591724,9.73E-01,0.225204128
0.148336,449.0619226,9.73E-01,0.22535606
0.148844,456.3554779,9.77E-01,0.229016239
0.148844,456.7556628,9.77E-01,0.229217066
0.149352,463.8518416,9.80E-01,0.232778194
0.149352,464.3495793,9.80E-01,0.233027977
0.14986,471.0687915,9.83E-01,0.236399929
0.14986,471.6693214,9.83E-01,0.236701298
0.150368,477.4734213,9.87E-01,0.239614012
0.150368,478.1375486,9.87E-01,0.239947296
0.150876,483.4050149,9.90E-01,0.242590707
0.150876,484.1670992,9.90E-01,0.24297315
0.151384,486.7120391,9.93E-01,0.244250296
0.151384,487.3515221,9.93E-01,0.244571212
0.151892,486.9454409,9.97E-01,0.244367425
0.151892,487.6370087,9.97E-01,0.24471448
0.152273,471.0209203,9.99E-01,0.236375906
0.152273,470.8280871,9.99E-01,0.236279135
